# timestamp,line
1618425086447,s1618425086432446976-20.40
1618425086447,s1618425086432446976-77.20
1618425086447,Republishing moving average to mavg/room2/temp
1618425086447,Republishing moving average to mavg/room1/rhum
1618425086447,e1618425086432446976-77.20
1618425086447,e1618425086432446976-20.40
1618425086447,s1618425086432446976-63.50
1618425086447,Republishing moving average to mavg/room2/rhum
1618425086447,e1618425086432446976-63.50
1618425086447,s1618425086432446976-22.00
1618425086447,Republishing moving average to mavg/room1/temp
1618425086448,e1618425086432446976-22.00
1618425087438,s1618425087432446976-62.20
1618425087438,s1618425087432446976-76.80
1618425087439,e1618425087432446976-76.80
1618425087439,e1618425087432446976-62.20
1618425087439,s1618425087432446976-23.70
1618425087439,e1618425087432446976-23.70
1618425087439,s1618425087432446976-22.50
1618425087439,e1618425087432446976-22.50
1618425088443,s1618425088432446976-68.10
1618425088443,s1618425088432446976-23.00
1618425088443,e1618425088432446976-23.00
1618425088443,e1618425088432446976-68.10
1618425088443,s1618425088432446976-22.00
1618425088443,s1618425088432446976-84.90
1618425088443,e1618425088432446976-84.90
1618425088443,e1618425088432446976-22.00
1618425089439,s1618425089432446976-24.20
1618425089439,s1618425089432446976-73.60
1618425089439,e1618425089432446976-73.60
1618425089439,e1618425089432446976-24.20
1618425089439,s1618425089432446976-81.00
1618425089439,e1618425089432446976-81.00
1618425089439,s1618425089432446976-24.50
1618425089439,e1618425089432446976-24.50
1618425090437,s1618425090432446976-89.70
1618425090437,s1618425090432446976-24.30
1618425090437,e1618425090432446976-24.30
1618425090437,e1618425090432446976-89.70
1618425090437,s1618425090432446976-26.10
1618425090437,e1618425090432446976-26.10
1618425090437,s1618425090432446976-72.90
1618425090437,e1618425090432446976-72.90
1618425091442,s1618425091432446976-22.70
1618425091443,e1618425091432446976-22.70
1618425091443,s1618425091432446976-76.40
1618425091443,s1618425091432446976-25.30
1618425091443,e1618425091432446976-25.30
1618425091443,e1618425091432446976-76.40
1618425091443,s1618425091432446976-93.30
1618425091444,e1618425091432446976-93.30
1618425092444,s1618425092432446976-24.80
1618425092444,s1618425092432446976-19.90
1618425092444,e1618425092432446976-19.90
1618425092444,e1618425092432446976-24.80
1618425092444,s1618425092432446976-74.80
1618425092444,e1618425092432446976-74.80
1618425092444,s1618425092432446976-78.70
1618425092444,e1618425092432446976-78.70
1618425093447,s1618425093432446976-59.40
1618425093447,s1618425093432446976-22.90
1618425093447,e1618425093432446976-22.90
1618425093447,e1618425093432446976-59.40
1618425093447,s1618425093432446976-74.30
1618425093447,e1618425093432446976-74.30
1618425093447,s1618425093432446976-17.30
1618425093447,e1618425093432446976-17.30
1618425094443,s1618425094432446976-61.70
1618425094443,e1618425094432446976-61.70
1618425094444,s1618425094432446976-50.00
1618425094444,s1618425094432446976-20.00
1618425094444,e1618425094432446976-20.00
1618425094444,e1618425094432446976-50.00
1618425094444,s1618425094432446976-19.30
1618425094444,e1618425094432446976-19.30
1618425095438,s1618425095432446976-20.50
1618425095438,s1618425095432446976-19.70
1618425095438,e1618425095432446976-19.70
1618425095438,e1618425095432446976-20.50
1618425095438,s1618425095432446976-59.40
1618425095438,s1618425095432446976-55.30
1618425095439,e1618425095432446976-55.30
1618425095439,e1618425095432446976-59.40
1618425096436,s1618425096432446976-58.80
1618425096436,s1618425096432446976-19.50
1618425096436,e1618425096432446976-19.50
1618425096436,e1618425096432446976-58.80
1618425096437,s1618425096432446976-21.00
1618425096437,e1618425096432446976-21.00
1618425096437,s1618425096432446976-63.10
1618425096437,e1618425096432446976-63.10
1618425097446,s1618425097432446976-65.60
1618425097446,s1618425097432446976-56.30
1618425097446,e1618425097432446976-56.30
1618425097446,e1618425097432446976-65.60
1618425097446,s1618425097432446976-20.60
1618425097446,e1618425097432446976-20.60
1618425097446,s1618425097432446976-21.50
1618425097446,e1618425097432446976-21.50
1618425098445,s1618425098432446976-63.50
1618425098445,s1618425098432446976-77.20
1618425098445,e1618425098432446976-77.20
1618425098445,e1618425098432446976-63.50
1618425098445,s1618425098432446976-22.00
1618425098445,e1618425098432446976-22.00
1618425098445,s1618425098432446976-20.40
1618425098445,e1618425098432446976-20.40
1618425099441,s1618425099432446976-62.20
1618425099441,s1618425099432446976-76.80
1618425099441,e1618425099432446976-76.80
1618425099441,e1618425099432446976-62.20
1618425099441,s1618425099432446976-22.50
1618425099441,e1618425099432446976-22.50
1618425099441,s1618425099432446976-23.70
1618425099441,e1618425099432446976-23.70
1618425100435,s1618425100432446976-22.00
1618425100435,s1618425100432446976-23.00
1618425100435,e1618425100432446976-23.00
1618425100436,e1618425100432446976-22.00
1618425100436,s1618425100432446976-68.10
1618425100436,s1618425100432446976-84.90
1618425100436,e1618425100432446976-84.90
1618425100436,e1618425100432446976-68.10
1618425101449,s1618425101432446976-24.50
1618425101449,s1618425101432446976-24.20
1618425101449,e1618425101432446976-24.20
1618425101449,e1618425101432446976-24.50
1618425101449,s1618425101432446976-81.00
1618425101449,e1618425101432446976-81.00
1618425101449,s1618425101432446976-73.60
1618425101449,e1618425101432446976-73.60
1618425102445,s1618425102432446976-72.90
1618425102445,s1618425102432446976-89.70
1618425102445,e1618425102432446976-89.70
1618425102445,e1618425102432446976-72.90
1618425102446,s1618425102432446976-24.30
1618425102446,s1618425102432446976-26.10
1618425102446,e1618425102432446976-26.10
1618425102446,e1618425102432446976-24.30
1618425103441,s1618425103432446976-25.30
1618425103441,s1618425103432446976-76.40
1618425103441,e1618425103432446976-76.40
1618425103441,e1618425103432446976-25.30
1618425103441,s1618425103432446976-93.30
1618425103441,e1618425103432446976-93.30
1618425103441,s1618425103432446976-22.70
1618425103441,e1618425103432446976-22.70
1618425104436,s1618425104432446976-19.90
1618425104436,s1618425104432446976-78.70
1618425104436,e1618425104432446976-78.70
1618425104436,e1618425104432446976-19.90
1618425104436,s1618425104432446976-24.80
1618425104436,e1618425104432446976-24.80
1618425104436,s1618425104432446976-74.80
1618425104436,e1618425104432446976-74.80
1618425105434,s1618425105432446976-59.40
1618425105435,s1618425105432446976-74.30
1618425105435,e1618425105432446976-74.30
1618425105435,e1618425105432446976-59.40
1618425105435,s1618425105432446976-17.30
