# timestamp,line
1619544629477,s1619544629473379072-50.00
1619544629477,Republishing moving average to mavg/room1/rhum
1619544629477,s1619544629473379072-19.30
1619544629477,e1619544629473379072-50.00
1619544629477,Republishing moving average to mavg/room2/temp
1619544629477,s1619544629473379072-61.70
1619544629477,e1619544629473379072-19.30
1619544629478,Republishing moving average to mavg/room2/rhum
1619544629478,e1619544629473379072-61.70
1619544629478,s1619544629473379072-20.00
1619544629478,Republishing moving average to mavg/room1/temp
1619544629478,e1619544629473379072-20.00
1619544630477,s1619544630473379072-19.70
1619544630477,s1619544630473379072-55.30
1619544630477,e1619544630473379072-55.30
1619544630477,e1619544630473379072-19.70
1619544630477,s1619544630473379072-20.50
1619544630477,s1619544630473379072-59.40
1619544630477,e1619544630473379072-59.40
1619544630477,e1619544630473379072-20.50
1619544631475,s1619544631473379072-58.80
1619544631475,s1619544631473379072-19.50
1619544631475,e1619544631473379072-19.50
1619544631475,e1619544631473379072-58.80
1619544631475,s1619544631473379072-21.00
1619544631475,e1619544631473379072-21.00
1619544631475,s1619544631473379072-63.10
1619544631476,e1619544631473379072-63.10
1619544632481,s1619544632473379072-21.50
1619544632481,e1619544632473379072-21.50
1619544632481,s1619544632473379072-65.60
1619544632481,s1619544632473379072-56.30
1619544632481,e1619544632473379072-56.30
1619544632481,e1619544632473379072-65.60
1619544632481,s1619544632473379072-20.60
1619544632481,e1619544632473379072-20.60
1619544633488,s1619544633473379072-77.20
1619544633488,s1619544633473379072-20.40
1619544633488,e1619544633473379072-20.40
1619544633488,e1619544633473379072-77.20
1619544633488,s1619544633473379072-63.50
1619544633488,e1619544633473379072-63.50
1619544633488,s1619544633473379072-22.00
1619544633488,e1619544633473379072-22.00
1619544634475,s1619544634473379072-62.20
1619544634475,e1619544634473379072-62.20
1619544634476,s1619544634473379072-22.50
1619544634476,e1619544634473379072-22.50
1619544634476,s1619544634473379072-23.70
1619544634476,s1619544634473379072-76.80
1619544634476,e1619544634473379072-76.80
1619544634476,e1619544634473379072-23.70
1619544635482,s1619544635473379072-84.90
1619544635482,e1619544635473379072-84.90
1619544635482,s1619544635473379072-68.10
1619544635482,e1619544635473379072-68.10
1619544635482,s1619544635473379072-23.00
1619544635482,e1619544635473379072-23.00
1619544635483,s1619544635473379072-22.00
1619544635483,e1619544635473379072-22.00
1619544636488,s1619544636473379072-24.20
1619544636488,s1619544636473379072-81.00
1619544636488,e1619544636473379072-81.00
1619544636488,e1619544636473379072-24.20
1619544636488,s1619544636473379072-24.50
1619544636488,e1619544636473379072-24.50
1619544636488,s1619544636473379072-73.60
1619544636488,e1619544636473379072-73.60
1619544637480,s1619544637473379072-72.90
1619544637480,e1619544637473379072-72.90
1619544637480,s1619544637473379072-26.10
1619544637480,e1619544637473379072-26.10
1619544637480,s1619544637473379072-24.30
1619544637480,e1619544637473379072-24.30
1619544637480,s1619544637473379072-89.70
1619544637480,e1619544637473379072-89.70
1619544638488,s1619544638473379072-25.30
1619544638488,s1619544638473379072-76.40
1619544638488,e1619544638473379072-76.40
1619544638488,e1619544638473379072-25.30
1619544638488,s1619544638473379072-22.70
1619544638488,e1619544638473379072-22.70
1619544638488,s1619544638473379072-93.30
1619544638488,e1619544638473379072-93.30
1619544639483,s1619544639473379072-19.90
1619544639483,e1619544639473379072-19.90
1619544639484,s1619544639473379072-24.80
1619544639484,s1619544639473379072-78.70
1619544639484,e1619544639473379072-78.70
1619544639484,e1619544639473379072-24.80
1619544639484,s1619544639473379072-74.80
1619544639484,e1619544639473379072-74.80
1619544640483,s1619544640473379072-17.30
1619544640483,e1619544640473379072-17.30
1619544640483,s1619544640473379072-59.40
1619544640483,s1619544640473379072-74.30
1619544640483,e1619544640473379072-74.30
1619544640483,e1619544640473379072-59.40
1619544640483,s1619544640473379072-22.90
1619544640483,e1619544640473379072-22.90
1619544641481,s1619544641473379072-50.00
1619544641481,s1619544641473379072-61.70
1619544641481,e1619544641473379072-61.70
1619544641481,e1619544641473379072-50.00
1619544641482,s1619544641473379072-19.30
1619544641482,s1619544641473379072-20.00
1619544641482,e1619544641473379072-20.00
1619544641482,e1619544641473379072-19.30
1619544642478,s1619544642473379072-20.50
1619544642478,e1619544642473379072-20.50
