# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619544578922,23113728,50683904,593,390
1619544579768,22757376,49864704,593,437
1619544580534,22355968,49061888,593,437
1619544581294,21962752,48275456,593,437
1619544582088,21544960,47439872,593,437
1619544582881,21127168,46604288,593,437
1619544583705,20676608,45703168,593,437
1619544584622,20176896,44703744,593,437
1619544585503,19693568,43737088,593,437
1619544586325,19259392,42868736,593,437
1619544587130,19021824,42393600,593,437
1619544587979,19021824,42393600,593,437
1619544588945,19021824,42393600,593,437
1619544589846,19021824,42393600,593,437
1619544590657,19021824,42393600,593,437
1619544591462,19021824,42393600,593,437
1619544592317,19021824,42393600,593,437
1619544593120,19021824,42393600,593,437
1619544593985,19021824,42393600,593,437
1619544594792,19021824,42393600,593,437
1619544595671,19021824,42393600,593,437
1619544596517,19021824,42393600,593,437
1619544597355,19021824,42393600,593,437
1619544598216,19021824,42393600,593,437
1619544599131,19021824,42393600,593,437
1619544599964,19021824,42393600,593,437
1619544600775,19021824,42393600,593,437
1619544601566,19021824,42393600,593,437
1619544602368,19021824,42393600,593,437
1619544603196,19021824,42393600,593,437
1619544604019,19021824,42393600,593,437
1619544604843,19021824,42393600,593,437
1619544605645,19021824,42393600,593,437
1619544606454,19021824,42393600,593,437
1619544607297,19021824,42393600,593,437
1619544608090,18989056,42295296,593,437
1619544608877,18989056,42295296,593,437
1619544609677,18989056,42295296,593,437
1619544610480,18989056,42295296,593,437
1619544611418,18989056,42295296,593,437
1619544612252,18989056,42295296,593,437
1619544613069,18989056,42295296,593,437
1619544613877,18989056,42295296,593,437
1619544614691,18989056,42295296,593,437
1619544615507,18989056,42295296,593,437
1619544616285,18989056,42295296,593,437
1619544617067,18989056,42295296,593,437
1619544617844,18989056,42295296,593,437
1619544618645,18989056,42295296,593,437
1619544619453,18989056,42295296,593,437
1619544620266,18989056,42295296,593,437
1619544621077,18989056,42295296,593,437
1619544621880,18989056,42295296,593,437
1619544622667,18989056,42295296,593,437
1619544623444,18989056,42295296,593,437
1619544624228,18989056,42295296,593,437
1619544625021,18989056,42295296,593,437
1619544625835,18989056,42295296,593,437
1619544626675,18989056,42295296,593,437
1619544627654,18989056,42295296,593,437
1619544628585,18989056,42295296,593,437
1619544629492,18989056,42295296,593,437
1619544630331,18989056,42295296,593,437
1619544631155,18989056,42295296,593,437
1619544631994,18989056,42295296,593,437
1619544632811,18989056,42295296,593,437
1619544633667,18989056,42295296,593,437
1619544634555,18989056,42295296,593,437
1619544635399,18989056,42295296,593,437
1619544636233,18989056,42295296,593,437
1619544637062,18989056,42295296,593,437
1619544637911,18989056,42295296,593,437
1619544638797,18989056,42295296,593,437
1619544639683,18989056,42295296,593,437
1619544640541,18989056,42295296,593,437
1619544641410,18989056,42295296,593,437
1619544642257,18989056,42295296,593,437
1619544643071,18989056,42295296,593,437
1619544643914,18989056,42295296,593,437
1619544644740,18989056,42295296,593,437
1619544645586,18989056,42295296,593,437
1619544646430,18989056,42295296,593,437
1619544647297,18989056,42295296,593,437
1619544648120,18989056,42295296,593,437
1619544648929,18989056,42295296,593,437
1619544649773,18989056,42295296,593,437
1619544650694,18989056,42295296,593,437
1619544651599,18989056,42295296,593,437
1619544652578,18989056,42295296,593,437
1619544653527,18989056,42295296,593,437
1619544654424,18989056,42295296,593,437
1619544655266,18989056,42295296,593,437
1619544656164,18989056,42295296,593,437
1619544656996,18989056,42295296,593,437
1619544657984,18989056,42295296,593,437
1619544658898,18989056,42295296,593,437
1619544659895,18989056,42295296,593,437
1619544660801,18989056,42295296,593,437
1619544661678,18989056,42295296,593,437
1619544662574,18989056,42295296,593,437
