# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619544573594,22441984,49971200,484,453
1619544574350,22155264,49291264,500,468
1619544575080,21778432,48537600,500,468
1619544575815,21393408,47767552,500,468
1619544576568,20992000,46960640,500,468
1619544577310,20606976,46190592,500,468
1619544578085,20197376,45371392,500,468
1619544578986,19681280,44339200,500,468
1619544579799,19451904,43880448,500,468
1619544580569,19451904,43880448,500,468
1619544581361,19451904,43880448,500,468
1619544582139,19451904,43880448,500,468
1619544582943,19451904,43880448,500,468
1619544583781,19451904,43880448,500,468
1619544584728,19451904,43880448,500,468
1619544585601,19451904,43880448,500,468
1619544586439,19451904,43880448,500,468
1619544587300,19451904,43880448,500,468
1619544588169,19451904,43880448,500,468
1619544589112,19451904,43880448,500,468
1619544590018,19451904,43880448,500,468
1619544590813,19451904,43880448,500,468
1619544591606,19451904,43880448,500,468
1619544592406,19451904,43880448,500,468
1619544593220,19451904,43880448,500,468
1619544594116,19451904,43880448,500,468
1619544594958,19451904,43880448,500,468
1619544595824,19451904,43880448,500,468
1619544596678,19451904,43880448,500,468
1619544597531,19451904,43880448,500,468
1619544598412,19451904,43880448,500,468
1619544599337,19451904,43880448,500,468
1619544600152,19451904,43880448,500,468
1619544600964,19451904,43880448,500,468
1619544601780,19451904,43880448,500,468
1619544602588,19451904,43880448,500,468
1619544603412,19419136,43782144,500,468
1619544604237,19419136,43782144,500,468
1619544605067,19419136,43782144,500,468
1619544605892,19419136,43782144,500,468
1619544606687,19419136,43782144,500,468
1619544607552,19419136,43782144,500,468
1619544608345,19419136,43782144,500,468
1619544609135,19419136,43782144,500,468
1619544609960,19419136,43782144,500,468
1619544610771,19419136,43782144,500,468
1619544611806,19419136,43782144,500,468
1619544612608,19419136,43782144,500,468
1619544613409,19419136,43782144,500,468
1619544614191,19419136,43782144,500,468
1619544614991,19419136,43782144,500,468
1619544615787,19419136,43782144,500,468
1619544616563,19419136,43782144,500,468
1619544617356,19419136,43782144,500,468
1619544618151,19419136,43782144,500,468
1619544618934,19419136,43782144,500,468
1619544619754,19419136,43782144,500,468
1619544620562,19419136,43782144,500,468
1619544621380,19419136,43782144,500,468
1619544622182,19419136,43782144,500,468
1619544622969,19419136,43782144,500,468
1619544623780,19419136,43782144,500,468
