# timestamp,resident_bytes,total_bytes,system_millis,user_millis
1619544628115,23740416,52248576,546,359
1619544629042,23322624,51298304,562,390
1619544629904,22863872,50380800,562,390
1619544630736,22421504,49496064,562,390
1619544631583,21970944,48594944,562,390
1619544632418,21536768,47726592,562,390
1619544633244,21102592,46850048,562,390
1619544634129,20643840,45932544,562,390
1619544634946,20217856,45080576,562,390
1619544635783,19783680,44212224,562,390
1619544636608,19341312,43327488,562,390
1619544637429,19161088,42967040,562,390
1619544638260,19161088,42967040,562,390
1619544639118,19161088,42967040,562,390
1619544639945,19161088,42967040,562,390
1619544640785,19161088,42967040,562,390
1619544641657,19161088,42967040,562,390
1619544642471,19161088,42967040,562,390
1619544643294,19161088,42967040,562,390
1619544644113,19161088,42967040,562,390
1619544644923,19161088,42967040,562,390
1619544645767,19161088,42967040,562,390
1619544646581,19161088,42967040,562,390
1619544647429,19161088,42967040,562,390
1619544648276,19161088,42967040,562,390
1619544649136,19161088,42967040,562,390
1619544650031,19161088,42967040,562,390
1619544650937,19161088,42967040,562,390
1619544651857,19161088,42967040,562,390
1619544652916,19161088,42967040,562,390
1619544653854,19161088,42967040,562,390
1619544654776,19161088,42967040,562,390
1619544655656,19161088,42967040,562,390
1619544656493,19161088,42967040,562,390
1619544657350,19132416,42876928,562,390
1619544658473,19132416,42876928,562,390
1619544659413,19132416,42876928,562,390
1619544660356,19132416,42876928,562,390
1619544661240,19132416,42876928,562,390
1619544662115,19132416,42876928,562,390
1619544662999,19132416,42876928,562,390
1619544663967,19132416,42876928,562,390
1619544664862,19132416,42876928,562,390
1619544665763,19132416,42876928,562,390
1619544666787,19132416,42876928,562,390
1619544667725,19132416,42876928,562,390
1619544668667,19132416,42876928,562,390
1619544669587,19132416,42876928,562,390
1619544670550,19132416,42876928,562,390
1619544671507,19132416,42876928,562,390
1619544672405,19132416,42876928,562,390
1619544673256,19132416,42876928,562,390
1619544674228,19132416,42876928,562,390
1619544675251,19132416,42876928,562,390
1619544676228,19132416,42876928,562,390
1619544677187,19132416,42876928,562,390
1619544678069,19132416,42876928,562,390
1619544679011,19132416,42876928,562,390
1619544679928,19132416,42876928,562,390
1619544680808,19132416,42876928,562,390
1619544681677,19132416,42876928,562,390
1619544682563,19132416,42876928,562,390
1619544683419,19132416,42876928,562,390
1619544684270,19132416,42876928,562,390
1619544685134,19132416,42876928,562,390
1619544686056,19132416,42876928,562,390
1619544686935,19132416,42876928,562,390
1619544687784,19132416,42876928,562,390
1619544688640,19132416,42876928,562,390
1619544689455,19132416,42876928,562,390
1619544690317,19132416,42876928,562,390
1619544691218,19132416,42876928,562,390
1619544692092,19132416,42876928,562,390
1619544692951,19132416,42876928,562,390
1619544693895,19132416,42876928,562,390
1619544694746,19132416,42876928,562,390
1619544695707,19132416,42876928,562,390
1619544696548,19132416,42876928,562,390
1619544697431,19132416,42876928,562,390
1619544698385,19132416,42876928,562,390
1619544699205,19132416,42876928,562,390
1619544700100,19132416,42876928,562,390
1619544701110,19132416,42876928,562,390
1619544702016,19132416,42876928,562,390
1619544702886,19132416,42876928,562,390
1619544703750,19132416,42876928,562,390
1619544704596,19132416,42876928,562,390
1619544705449,19132416,42876928,562,390
1619544706268,19132416,42876928,562,390
1619544707123,19132416,42876928,562,390
1619544707961,19132416,42876928,562,390
1619544708781,19132416,42876928,562,390
1619544709616,19132416,42876928,562,390
1619544710551,19132416,42876928,562,390
1619544711399,19132416,42876928,562,390
1619544712234,19132416,42876928,562,390
1619544713064,19132416,42876928,562,390
1619544713915,19132416,42876928,562,390
1619544714816,19132416,42876928,562,390
1619544715711,19132416,42876928,562,390
1619544716579,19132416,42876928,562,390
1619544717470,19132416,42876928,562,390
1619544718334,19132416,42876928,562,390
1619544719240,19132416,42876928,562,390
1619544720167,19132416,42876928,562,390
1619544721069,19132416,42876928,562,390
1619544721943,19132416,42876928,562,390
1619544722799,19132416,42876928,562,390
1619544723646,19132416,42876928,562,390
1619544724497,19132416,42876928,562,390
1619544725362,19132416,42876928,562,390
1619544726207,19132416,42876928,562,390
1619544727079,19132416,42876928,562,390
1619544727924,19132416,42876928,562,390
1619544728766,19132416,42876928,562,390
1619544729619,19132416,42876928,562,390
1619544730457,19132416,42876928,562,390
1619544731281,19132416,42876928,562,390
1619544732115,19132416,42876928,562,390
1619544732976,19132416,42876928,562,390
1619544733807,19132416,42876928,562,390
1619544734659,19132416,42876928,562,390
1619544735636,19132416,42876928,562,390
1619544736540,19132416,42876928,562,390
1619544737492,19132416,42876928,562,390
1619544738408,19132416,42876928,562,390
1619544739251,19132416,42876928,562,390
1619544740137,19132416,42876928,562,390
1619544741038,19132416,42876928,562,390
1619544741942,19132416,42876928,562,390
1619544742869,19132416,42876928,562,390
1619544743756,19132416,42876928,562,390
1619544744624,19132416,42876928,562,390
1619544745476,19132416,42876928,562,390
